"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","phylum","class","order","family","genus","cx_int_no"
"229314","occ","","","22692","Prosaurolophus blackfeetensis n. sp.","species","57631","","Prosaurolophus maximus","species","53384","Late Campanian","","83.6","72.2","5697","-112.640831","48.910831","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Prosaurolophus","113"
"229315","occ","10640","","22693","Einiosaurus procurvicornis n. gen. n. sp.","species","53954","","Einiosaurus procurvicornis","species","53954","Late Campanian","","83.6","72.2","14725","-112.650002","48.966599","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Einiosaurus","113"
"229317","occ","10641","","22694","Einiosaurus procurvicornis","species","53954","","Einiosaurus procurvicornis","species","53954","Late Campanian","","83.6","72.2","8729","-112.650002","48.966599","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Einiosaurus","113"
"229342","occ","","","22709","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","Middle Campanian","Late Campanian","83.6","72.2","5684","-103.196945","29.138056","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","113"
"232546","occ","","","14585","Potamornis skutchi n. gen. n. sp.","species","134353","","Potamornis skutchi","species","134353","Late Maastrichtian","","72.2","66","6735","-104.637001","43.116329","Chordata","Saurischia","Hesperornithiformes","NO_FAMILY_SPECIFIED","Potamornis","112"
"247238","occ","","","24178","Sauroposeidon proteles n. gen. n. sp.","species","66617","","Sauroposeidon proteles","species","66617","Aptian","Albian","121.4","100.5","6837","-95.820000","34.164001","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sauroposeidon","40"
"248041","occ","13131","","14462","Dromaeosaurus albertensis","species","54550","","Dromaeosaurus albertensis","species","54550","Middle Campanian","Late Campanian","83.6","72.2","13591","-109.297203","46.465099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Dromaeosaurus","113"
"248042","occ","13132","","14462","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.6","72.2","13591","-109.297203","46.465099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Saurornitholestes","113"
"248043","occ","13133","","14462","Troodon formosus","species","54818","","Troodon formosus","species","54818","Middle Campanian","Late Campanian","83.6","72.2","13591","-109.297203","46.465099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Troodontidae","Troodon","113"
"248044","occ","13134","","14462","Richardoestesia gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Middle Campanian","Late Campanian","83.6","72.2","13591","-109.297203","46.465099","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Richardoestesia","113"
"248060","occ","","","14437","Dromaeosaurus albertensis","species","54550","","Dromaeosaurus albertensis","species","54550","Middle Campanian","","83.6","72.2","13752","-109.410004","46.459999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Dromaeosaurus","113"
"248061","occ","","","14437","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","Middle Campanian","","83.6","72.2","13752","-109.410004","46.459999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Saurornitholestes","113"
"248062","occ","","","14437","Troodon formosus","species","54818","","Troodon formosus","species","54818","Middle Campanian","","83.6","72.2","13752","-109.410004","46.459999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Troodontidae","Troodon","113"
"248063","occ","","","14437","Richardoestesia gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Middle Campanian","","83.6","72.2","13752","-109.410004","46.459999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Richardoestesia","113"
"248075","occ","19747","","14437","Avaceratops lammersi n. gen. n. sp.","species","55539","","Avaceratops lammersi","species","55539","Middle Campanian","","83.6","72.2","25472","-109.410004","46.459999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Avaceratops","113"
"248594","occ","31474","","24258","Latirhinus uitstlani n. gen. n. sp.","species","251612","","Latirhinus uitstlani","species","251612","Late Campanian","","83.6","72.2","43677","-101.699997","25.470833","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Latirhinus","113"
"248620","occ","35298","","14616","Edmontosaurus cf. annectens","species","64305","","Edmontosaurus annectens","species","54239","Lancian","","72.2","66","67361","-106.427223","47.675835","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","112"
"255079","occ","","F","24754","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Late Campanian","","83.6","72.2","6944","103.733330","44.200001","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","113"
"255091","occ","","F","24757","Ovaloolithus chinkangkouensis","species","68513","","Ovaloolithus chinkangkouensis","species","68512","Campanian","","83.6","72.2","24337","120.663673","36.890354","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ovaloolithidae","Ovaloolithus","113"
"255096","occ","19384","F","24753","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Campanian","Maastrichtian","83.6","66","6944","90.068756","44.685757","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","39"
"255376","occ","12320","","24790","Anatosaurus copei n. sp.","species","53383","","Edmontosaurus annectens","species","54239","Late Maastrichtian","","72.2","66","12319","-102.497498","45.135834","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Edmontosaurus","112"
"255449","occ","19255","IF","24798","Eubrontes veillonensis n. sp.","species","96251","","Eubrontes giganteus","species","67402","Rhaetian","","205.7","201.4","23532","-1.670200","46.437599","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","135"
"255450","occ","19254","IF","24798","Grallator variabilis n. sp.","species","96249","","Grallator variabilis","species","96249","Rhaetian","","205.7","201.4","23532","-1.670200","46.437599","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","135"
"255935","occ","18189","I","24834","Coelurosaurichnus perriauxi","species","82507","","Coelurosaurichnus perriauxi","species","82507","Anisian","Ladinian","246.7","237","17956","4.432778","46.841946","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Coelurosaurichnus","45"
"255937","occ","18190","IF","24834","Anchisauripus bibractensis","species","92019","","Anchisauripus bibractensis","species","92019","Anisian","Ladinian","246.7","237","17957","4.432778","46.841946","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Anchisauripus","45"
"256118","occ","","","24851","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Late Maastrichtian","","72.2","66","6967","-104.021111","46.466389","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","112"
"256195","occ","","","24862","Emausaurus ernsti n. gen. n. sp.","species","64406","","Emausaurus ernsti","species","64406","Tenuicostatum","","184.2","182.9","6968","13.050000","54.133331","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Emausaurus","131"
"256216","occ","","","24864","Mamenchisaurus constructus n. gen. n. sp.","species","56460","","Mamenchisaurus constructus","species","56460","Kimmeridgian","Tithonian","154.8","143.1","24276","104.516701","28.700001","Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","41"
"256434","occ","","","24877","Eoraptor lunensis n. gen. n. sp.","species","57454","","Eoraptor lunensis","species","57454","Tuvalian","","233.6","227.3","6971","-68.904999","-31.101110","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eoraptor","137"
"256435","occ","","","24877","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","Tuvalian","","233.6","227.3","6971","-68.904999","-31.101110","Chordata","Saurischia","NO_ORDER_SPECIFIED","Herrerasauridae","Herrerasaurus","137"
"256441","occ","12145","","24878","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","Carnian","","237","227.3","12426","-68.283333","-30.133333","Chordata","Saurischia","NO_ORDER_SPECIFIED","Herrerasauridae","Herrerasaurus","137"
"256451","occ","","","20613","Meleagris gallopavo","species","110952","","Meleagris gallopavo","species","110952","Late Pleistocene","","0.129","0.0117","1962","-81.099998","32.000000","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris","922"
"256525","occ","13614","","24888","Protohadros byrdi n. gen. n. sp.","species","64527","","Protohadros byrdi","species","64527","Middle Cenomanian","","100.5","93.9","6977","-97.096664","33.014442","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Protohadros","117"
"256534","occ","30502","","24891","Chasmosaurus irvinensis n. sp.","species","64731","recombined as","Vagaceratops irvinensis","species","64731","Late Campanian","","83.6","72.2","6978","-110.266670","49.950001","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Vagaceratops","113"
"256539","occ","31786","","24893","Chasmosaurus irvinensis","species","64731","recombined as","Vagaceratops irvinensis","species","64731","Late Campanian","","83.6","72.2","6978","-111.300003","50.733334","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Vagaceratops","113"
"256679","occ","12154","","24906","Iguanodon atherfieldensis n. sp.","species","64255","recombined as","Mantellisaurus atherfieldensis","species","64255","Late Barremian","Early Aptian","125.77","119.57","6982","-1.352000","50.618999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mantellisaurus","40"
"256680","occ","","","24905","Pelorosaurus becklesii n. sp.","species","67039","recombined as","Haestasaurus becklesii","species","67039","Late Berriasian","Valanginian","139.1","132.6","44406","0.600000","50.849998","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Haestasaurus","40"
"256711","occ","","","24904","Wannanosaurus yansiensis n. gen. n. sp.","species","52840","","Wannanosaurus yansiensis","species","52840","Early Maastrichtian","","72.2","66","6987","118.337502","29.821943","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Wannanosaurus","112"
"256911","occ","38444","","24924","Menefeeceratops sealeyi n. gen. n. sp.","species","437583","","Menefeeceratops sealeyi","species","437583","Early Campanian","Middle Campanian","83.6","72.2","76871","-107.199997","35.700001","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Menefeeceratops","113"
"259283","occ","42012","","25073","Agujaceratops mavericus n. sp.","species","500072","","Agujaceratops mavericus","species","500072","Middle Campanian","Late Campanian","83.6","72.2","89714","-103.550003","29.200001","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops","113"
"259315","occ","","","25074","Vorona berivotrensis n. gen. n. sp.","species","64129","","Vorona berivotrensis","species","64129","Maastrichtian","","72.2","66","7030","46.583332","-15.900000","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Vorona","112"
"259321","occ","13275","","25076","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","14"
"259322","occ","","","25077","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Early Albian","121.4","110.1","13525","-108.161667","45.441387","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"259970","occ","","","25125","Dilophosaurus sinensis n. sp.","species","68105","","Sinosaurus triassicus","species","64287","Hettangian","Sinemurian","201.4","192.9","7052","102.591942","24.671667","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sinosaurus","43"
"259972","occ","42337","","25126","Tameryraptor markgrafi n. gen. n. sp.","species","505394","","Tameryraptor markgrafi","species","505394","Early Cenomanian","","100.5","93.9","91382","29.116669","28.333330","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Tameryraptor","117"
"259976","occ","","","25127","Spinosaurus aegyptiacus n. gen. n. sp.","species","53372","","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","100.5","93.9","7054","28.914782","28.431120","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Spinosaurus","117"
"260021","occ","","","25137","Carcharodontosaurus saharicus","species","65365","","Carcharodontosaurus saharicus","species","65364","Early Berriasian","Late Albian","143.1","100.5","7056","9.566667","28.500000","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Carcharodontosaurus","40"
"260025","occ","","","25139","Carcharodontosaurus saharicus","species","65365","","Carcharodontosaurus saharicus","species","65364","Early Berriasian","Late Albian","143.1","100.5","7056","1.083333","27.033333","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Carcharodontosaurus","40"
"260040","occ","","","25147","Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","Aptian","","121.4","113.2","7057","-94.826385","33.895557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Acrocanthosaurus","119"
"260041","occ","","","25148","Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","Aptian","","121.4","113.2","7059","-95.806389","34.180000","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Acrocanthosaurus","119"
"260042","occ","","","25149","Acrocanthosaurus atokensis n. gen. n. sp.","species","55482","","Acrocanthosaurus atokensis","species","55482","Aptian","","121.4","113.2","7059","-95.792221","34.180000","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Acrocanthosaurus","119"
"260589","occ","","","25192","Carcharodontosaurus saharicus","species","65365","","Carcharodontosaurus saharicus","species","65364","Early Albian","Early Cenomanian","113.2","93.9","7056","8.175278","28.150000","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Carcharodontosaurus","14"
"260595","occ","","","25194","Carcharodontosaurus saharicus","species","65365","","Carcharodontosaurus saharicus","species","65364","Aptian","","121.4","113.2","7056","9.509186","16.632231","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Carcharodontosaurus","119"
"260596","occ","","","25195","Carcharodontosaurus saharicus","species","65365","","Carcharodontosaurus saharicus","species","65364","Albian","","113.2","100.5","7056","10.222018","16.129169","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Carcharodontosaurus","118"
