"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"491696","491696","txn","","","Musankwa sanyatiensis","","491696","species","Musankwa sanyatiensis","491695","Musankwa","88533","extinct","1","237","205.7","237","205.7","Carnian","Norian","1","0","Chordata","Saurischia","","","Musankwa",""
"466651","466651","txn","","","Tuebingosaurus maierfritzorum","","466651","species","Tuebingosaurus maierfritzorum","466650","Tuebingosaurus","83610","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","","Tuebingosaurus",""
"56586","56586","txn","","","Camelotia borealis","","56586","species","Camelotia borealis","38647","Camelotia","12792","extinct","1","205.7","201.4","205.7","201.4","Rhaetian","","1","0","Chordata","Saurischia","","","Camelotia",""
"175492","175492","txn","","","Leonerasaurus taquetrensis","","175492","species","Leonerasaurus taquetrensis","175491","Leonerasaurus","34899","extinct","1","192.9","184.2","192.9","184.2","Pliensbachian","","1","0","Chordata","Saurischia","","","Leonerasaurus",""
"55644","55644","txn","","","Blikanasaurus cromptoni","","55644","species","Blikanasaurus cromptoni","38652","Blikanasaurus","9521","extinct","2","227.3","201.4","227.3","201.4","Norian","Rhaetian","1","0","Chordata","Saurischia","","","Blikanasaurus",""
"64403","64403","txn","","","Yunnanosaurus robustus","","64403","species","Yunnanosaurus robustus","56630","Yunnanosaurus","43938","extinct","5","199.5","192.9","199.5","192.9","Sinemurian","","1","0","Chordata","Saurischia","","","Yunnanosaurus",""
"56629","56629","txn","","","Yunnanosaurus huangi","","56629","species","Yunnanosaurus huangi","56630","Yunnanosaurus","12539","extinct","7","201.4","199.5","199.5","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Yunnanosaurus",""
"106244","106244","txn","","","Yunnanosaurus youngi","","106244","species","Yunnanosaurus youngi","56630","Yunnanosaurus","25165","extinct","1","192.9","184.2","192.9","184.2","Pliensbachian","","1","0","Chordata","Saurischia","","","Yunnanosaurus",""
"66682","66682","txn","","","Mussaurus patagonicus","","66682","species","Mussaurus patagonicus","38643","Mussaurus","13924","extinct","2","199.5","192.9","199.5","192.9","Sinemurian","","1","0","Chordata","Saurischia","","","Mussaurus",""
"56589","335603","txn","","","Meroktenos thabanensis","","56589","species","Meroktenos thabanensis","335602","Meroktenos","16646","extinct","1","227.3","201.4","227.3","201.4","Norian","Rhaetian","1","0","Chordata","Saurischia","","","Meroktenos",""
"322708","322708","txn","","","Sefapanosaurus zastronensis","","322708","species","Sefapanosaurus zastronensis","322707","Sefapanosaurus","55582","extinct","1","227.3","199.5","227.3","199.5","Norian","Hettangian","1","0","Chordata","Saurischia","","","Sefapanosaurus",""
"157363","157363","txn","","","Aardonyx celestae","","157363","species","Aardonyx celestae","157362","Aardonyx","31154","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Aardonyx",""
"385704","385704","txn","","","Yizhousaurus sunae","","385704","species","Yizhousaurus sunae","385703","Yizhousaurus","68805","extinct","1","199.5","192.9","199.5","192.9","Sinemurian","","1","0","Chordata","Saurischia","","","Yizhousaurus",""
"66644","66644","txn","","","Gongxianosaurus shibeiensis","","66644","species","Gongxianosaurus shibeiensis","66643","Gongxianosaurus","13900","extinct","1","184.2","174.7","184.2","174.7","Toarcian","","1","0","Chordata","Saurischia","","","Gongxianosaurus",""
"165045","165045","txn","","","Seitaad ruessi","","165045","species","Seitaad ruessi","165044","Seitaad","32331","extinct","1","192.9","174.7","192.9","174.7","Pliensbachian","Toarcian","1","0","Chordata","Saurischia","","","Seitaad",""
"64138","64138","txn","","","Jingshanosaurus xinwaensis","","64138","species","Jingshanosaurus xinwaensis","64137","Jingshanosaurus","12462","extinct","2","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Saurischia","","","Jingshanosaurus",""
"173976","173976","txn","","","Chuxiongosaurus lufengensis","subjective synonym of","64138","species","Jingshanosaurus xinwaensis","64137","Jingshanosaurus","34536","extinct","2","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Saurischia","","","Jingshanosaurus",""
"423028","423028","txn","","","Schleitheimia schutzi","","423028","species","Schleitheimia schutzi","423027","Schleitheimia","72985","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","","Schleitheimia",""
"371888","371888","txn","","","Xingxiulong chengi","","371888","species","Xingxiulong chengi","371887","Xingxiulong","66010","extinct","1","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Saurischia","","","Xingxiulong",""
"65141","65141","txn","","","Aepisaurus elephantinus","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38682","Aepisaurus","28567","extinct","1","113.2","100.5","113.2","100.5","Albian","","0","0","Chordata","Saurischia","","","Aepisaurus",""
"66830","66830","txn","","","Cetiosaurus longus","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38653","Sauropoda","14071","extinct","4","168.2","165.3","149.2","143.1","Bathonian","Tithonian","0","0","Chordata","Saurischia","","","",""
"67035","67035","txn","","","Acanthopholis platypus","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38653","Sauropoda","14179","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","0","0","Chordata","Saurischia","","","",""
"443752","443752","txn","IF","","Brontopodus plagnensis","","443752","species","Brontopodus plagnensis","67216","Brontopodus","78479","extinct","1","149.2","145.06","149.2","145.06","Tithonian","","1","0","Chordata","Saurischia","","","Brontopodus",""
"479498","479498","txn","IF","","Brontopodus triangularis","","479498","species","Brontopodus triangularis","67216","Brontopodus","86730","extinct","1","154.8","149.2","154.8","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","","Brontopodus",""
"287492","287492","txn","IF","","Brontopodus oncalensis","","287492","species","Brontopodus oncalensis","67216","Brontopodus","49867","extinct","1","143.1","139.1","143.1","139.1","Berriasian","","1","0","Chordata","Saurischia","","","Brontopodus",""
"353783","353783","txn","IF","","Brontopodus pentadactylus","","353783","species","Brontopodus pentadactylus","67216","Brontopodus","75288","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","","Brontopodus",""
"67217","67217","txn","IF","","Brontopodus birdi","","67217","species","Brontopodus birdi","67216","Brontopodus","14222","extinct","15","154.8","143.1","113.2","100.5","Kimmeridgian","Albian","1","0","Chordata","Saurischia","","","Brontopodus",""
"91053","91054","txn","I","","Brontopodus changlingensis","","91053","species","Brontopodus changlingensis","67216","Brontopodus","19449","extinct","1","93.9","85.7","","","","","1","0","Chordata","Saurischia","","","Brontopodus",""
"91055","91055","txn","I","","Chuxiongpus zheni","subjective synonym of","91053","species","Brontopodus changlingensis","67216","Brontopodus","19449","extinct","1","93.9","85.7","","","","","1","0","Chordata","Saurischia","","","Brontopodus",""
"65159","65159","txn","","","Morinosaurus typus","nomen dubium, species not entered","38653","unranked clade","Sauropoda","52984","Morinosaurus","19135","extinct","1","154.8","149.2","154.8","149.2","Kimmeridgian","","0","0","Chordata","Saurischia","","","Morinosaurus",""
"65225","65225","txn","","","Asiatosaurus mongoliensis","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38704","Asiatosaurus","13097","extinct","3","121.4","113.2","121.4","113.2","Aptian","","0","0","Chordata","Saurischia","","","Asiatosaurus",""
"65692","65692","txn","","","Asiatosaurus kwangshiensis","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38704","Asiatosaurus","13841","extinct","2","121.4","113.2","121.4","113.2","Aptian","","0","0","Chordata","Saurischia","","","Asiatosaurus",""
"65644","65644","txn","","","Sanpasaurus yaoi","","65644","species","Sanpasaurus yaoi","65643","Sanpasaurus","45328","extinct","3","184.2","174.7","184.2","174.7","Toarcian","","1","0","Chordata","Saurischia","","","Sanpasaurus",""
"65651","65651","txn","","","Lancanjiangosaurus cachuensis","nomen nudum, species not entered","38653","unranked clade","Sauropoda","65650","Lancanjiangosaurus","46057","extinct","1","174.7","161.5","174.7","161.5","Aalenian","Callovian","0","0","Chordata","Saurischia","","","Lancanjiangosaurus",""
"65148","65148","txn","","","Isanosaurus attavipachi","","65148","species","Isanosaurus attavipachi","65147","Isanosaurus","13033","extinct","1","192.9","174.7","192.9","174.7","Pliensbachian","Toarcian","1","0","Chordata","Saurischia","","","Isanosaurus",""
"192886","192886","txn","IF","","Hamanosauripus ungulatus","nomen nudum, species not entered","38653","unranked clade","Sauropoda","192885","Hamanosauripus","55932","extinct","0","","","","","","","0","0","Chordata","Saurischia","","","Hamanosauripus",""
"64560","64560","txn","","","Pleurocoelus valdensis","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38653","Sauropoda","25118","extinct","6","132.6","125.77","125.77","121.4","Hauterivian","Barremian","0","0","Chordata","Saurischia","","","",""
"54979","54979","txn","","","Vulcanodon karibaensis","","54979","species","Vulcanodon karibaensis","38650","Vulcanodon","9275","extinct","1","199.5","184.2","199.5","184.2","Sinemurian","Pliensbachian","1","0","Chordata","Saurischia","","","Vulcanodon",""
"68476","68476","txn","","","Archaeodontosaurus descouensi","","68476","species","Archaeodontosaurus descouensi","68475","Archaeodontosaurus","15067","extinct","2","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Saurischia","","","Archaeodontosaurus",""
"56465","56466","txn","","","Mamenchisaurus fuxiensis","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38653","Sauropoda","13842","extinct","1","168.2","161.5","168.2","161.5","Bathonian","Callovian","0","0","Chordata","Saurischia","","","",""
"52963","52963","txn","","","Titanosaurus montanus","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38653","Sauropoda","7812","extinct","1","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","0","0","Chordata","Saurischia","","","",""
"83098","83098","txn","","","Chiayusaurus asianensis","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38700","Chiayusaurus","16552","extinct","0","","","","","","","0","0","Chordata","Saurischia","","","Chiayusaurus",""
"54843","54843","txn","","","Chiayusaurus lacustris","nomen dubium, species not entered","38653","unranked clade","Sauropoda","38700","Chiayusaurus","13553","extinct","2","149.2","143.1","83.6","66","Tithonian","Maastrichtian","0","0","Chordata","Saurischia","","","Chiayusaurus",""
"173457","173457","txn","IF","","Ravatichnus kotshnevi","","173457","species","Ravatichnus kotshnevi","173456","Ravatichnus","40505","extinct","1","174.7","143.1","174.7","143.1","Aalenian","Tithonian","1","0","Chordata","Saurischia","","","Ravatichnus",""
"68536","68536","txn","","","Tazoudasaurus naimi","","68536","species","Tazoudasaurus naimi","68535","Tazoudasaurus","15118","extinct","2","192.9","174.7","192.9","174.7","Pliensbachian","Toarcian","1","0","Chordata","Saurischia","","","Tazoudasaurus",""
"55547","55547","txn","","","Barapasaurus tagorei","","55547","species","Barapasaurus tagorei","38656","Barapasaurus","9479","extinct","2","199.5","184.2","199.5","184.2","Sinemurian","Pliensbachian","1","0","Chordata","Saurischia","","","Barapasaurus",""
"66447","66447","txn","","","Amygdalodon patagonicus","","66447","species","Amygdalodon patagonicus","38655","Amygdalodon","4208","extinct","1","192.9","182.9","192.9","182.9","Pliensbachian","Toarcian","1","0","Chordata","Saurischia","","","Amygdalodon",""
"81010","81010","txn","","","Chebsaurus algeriensis","","81010","species","Chebsaurus algeriensis","81009","Chebsaurus","17310","extinct","1","165.3","161.5","165.3","161.5","Callovian","","1","0","Chordata","Saurischia","","Cetiosauridae","Chebsaurus",""
"66448","66448","txn","","","Patagosaurus fariasi","","66448","species","Patagosaurus fariasi","38662","Patagosaurus","7879","extinct","3","182.9","180.4","182.9","180.4","Toarcian","","1","0","Chordata","Saurischia","","Cetiosauridae","Patagosaurus",""
"65678","67728","txn","","","Protognathosaurus oxyodon","","65678","species","Protognathosaurus oxyodon","65679","Protognathosaurus","28526","extinct","1","170.9","154.8","170.9","154.8","Bajocian","Oxfordian","1","0","Chordata","Saurischia","","Cetiosauridae","Protognathosaurus",""
"66826","66826","txn","","","Bothriospondylus suffossus","nomen dubium, species not entered","57439","unranked clade","Neosauropoda","57439","Neosauropoda","14069","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","0","0","Chordata","Saurischia","","","",""
"63744","63744","txn","","","Atlasaurus imelakei","","63744","species","Atlasaurus imelakei","53041","Atlasaurus","12237","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Saurischia","","","Atlasaurus",""
"70637","70637","txn","","","Aragosaurus ischiaticus","","70637","species","Aragosaurus ischiaticus","70636","Aragosaurus","7241","extinct","1","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","","Aragosaurus",""
"171377","171377","txn","","","Dashanpusaurus dongi","","171377","species","Dashanpusaurus dongi","171376","Dashanpusaurus","82845","extinct","1","170.9","154.8","170.9","154.8","Bajocian","Oxfordian","1","0","Chordata","Saurischia","","","Dashanpusaurus",""
"386800","386800","txn","","","Oceanotitan dantasi","","386800","species","Oceanotitan dantasi","386797","Oceanotitan","68982","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","","Oceanotitan",""
"133730","133730","txn","","","Jiutaisaurus xidiensis","nomen dubium, species not entered","57468","unranked clade","Titanosauriformes","57468","Titanosauriformes","33198","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","0","0","Chordata","Saurischia","","","",""
"455554","455554","txn","IF","","Occitanopodus gandi","","455554","species","Occitanopodus gandi","455553","Occitanopodus","81572","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Saurischia","","","Occitanopodus",""
